latitude,longitude,elevation_masl,farm_area_hectares,slope_degrees,shade_coverage_pct,variety,plant_density_per_ha,irrigation_type,plant_age_months,plant_height_cm,trunk_diameter_cm,number_of_branches,leaf_count,bbch_stage,monthly_temp_min_c,monthly_temp_max_c,monthly_temp_avg_c,monthly_rainfall_mm,monthly_relative_humidity_pct,monthly_solar_radiation_mj_m2,monthly_wind_speed_ms,monthly_gdd,monthly_vpd_kpa,soil_pH,soil_organic_matter_pct,soil_nitrogen_pct,soil_phosphorus_mg_per_100g,soil_potassium_mg_per_100g,soil_cec_meq_per_100g,soil_moisture_pct,soil_bulk_density_g_cm3,bean_screen_size,bean_moisture_pct,bean_defect_count_per_300g,bean_count_per_100g,quality_score,caffeine_content_pct,cherry_yield_kg,environmental_stress_index
15.390399,122.321105,262,1.2,15.8,40.9,Robusta Liberica,2441,Drip,52.1,193.1,8.3,16,562,6,20.2,29.2,24.6,303.5,94.1,479.1,1.5,436.86,0.18,5.85,1.85,0.1,6.7,114.5,15.6,16.5,1.22,16.1,11.9,0,367,98.0,1.84,8.22,0.12
15.23794,122.47132,420,1.38,17.7,48.8,Robusta Liberica,1841,Rainfed,79.0,200.5,10.7,26,800,7,22.2,30.3,26.9,238.5,77.7,456.6,3.3,506.87,0.79,5.14,2.32,0.119,2.1,54.4,17.8,28.8,1.11,14.4,10.9,0,380,98.0,1.99,16.34,0.005
16.247255,122.046927,248,2.66,10.5,40.0,Robusta Canephora,2446,Rainfed,60.1,164.1,7.8,17,552,8,25.0,33.5,28.8,28.8,59.6,600.3,3.1,562.85,1.6,5.01,5.91,0.32,5.2,75.6,30.0,24.3,1.01,18.5,11.3,1,331,98.0,2.52,9.57,0.186
16.265106,122.479379,684,1.67,19.5,45.3,Robusta Canephora,2225,Rainfed,84.0,167.0,9.4,24,736,7,21.0,28.2,25.0,171.2,80.2,501.8,1.4,449.22,0.63,5.45,3.62,0.183,4.8,75.7,20.9,24.3,1.08,16.5,10.9,0,325,98.0,1.67,16.05,0.1
16.003771,121.780571,645,1.23,11.5,31.9,Robusta Liberica,2274,Drip,47.8,180.2,7.7,14,508,3,25.1,32.2,28.3,673.2,75.1,429.1,1.0,550.16,0.96,5.14,3.23,0.14,8.3,37.2,19.1,29.3,1.18,19.0,10.2,0,323,98.0,1.63,6.76,0.065
14.780725,121.746239,386,1.6,12.2,39.5,Robusta S795,2389,Drip,34.6,174.8,7.2,11,430,3,24.9,32.6,28.3,164.0,68.0,425.6,3.1,548.31,1.23,5.37,1.96,0.106,10.8,62.1,14.4,20.9,1.0,14.8,10.6,1,328,98.0,1.61,3.4,0.065
15.981571,122.08182,305,2.84,20.7,45.7,Robusta S795,1723,Rainfed,46.1,230.3,9.3,17,606,8,25.4,31.7,28.5,16.5,40.0,460.1,4.2,555.04,2.34,5.59,1.73,0.1,8.2,29.7,17.4,30.4,0.97,16.3,12.0,0,353,98.0,1.72,7.38,0.184
15.155602,120.941136,479,2.17,12.7,44.1,Robusta Canephora,2256,Drip,69.6,175.4,8.8,20,655,5,21.6,29.9,26.2,294.4,80.3,505.1,3.6,487.27,0.67,5.22,1.5,0.1,9.1,30.4,15.6,20.6,1.13,16.2,11.5,1,379,98.0,1.86,12.14,0.04
15.220863,121.541345,220,1.28,8.3,24.2,Robusta Liberica,2317,Rainfed,55.4,234.0,10.1,20,699,6,21.9,30.9,26.8,80.1,58.7,474.0,0.7,503.23,1.45,5.67,1.71,0.1,2.5,37.4,20.8,17.8,0.94,17.2,11.9,0,301,98.0,2.11,10.79,0.055
14.570967,122.172043,737,0.91,20.7,42.2,Robusta Liberica,1991,Rainfed,57.2,199.4,9.1,19,637,7,20.8,29.0,24.7,353.9,62.3,531.8,1.0,442.28,1.18,5.26,1.5,0.1,2.0,95.1,16.7,19.6,0.9,17.7,10.8,0,348,98.0,1.57,8.73,0.115
14.789154,121.148826,298,0.65,10.7,24.9,Robusta S795,1809,Drip,15.4,124.8,4.7,5,217,3,19.4,28.0,23.6,6.2,53.7,527.4,3.6,407.55,1.35,5.62,1.59,0.1,2.0,72.8,15.9,20.6,1.32,16.0,12.8,0,392,98.0,2.3,0.0,0.289
15.809753,121.673891,293,1.03,10.2,47.6,Robusta Canephora,2375,Rainfed,31.9,149.2,6.0,9,349,8,21.0,28.7,25.0,549.6,68.7,522.3,1.5,448.97,0.99,5.87,2.22,0.113,14.5,65.8,20.9,24.8,1.12,18.7,9.9,0,354,98.0,1.88,1.37,0.1
14.613335,120.556371,291,2.13,6.1,20.6,Robusta Liberica,2107,Rainfed,64.4,215.0,10.7,24,770,7,23.8,31.8,28.3,19.5,52.2,512.8,2.3,548.13,1.84,4.77,6.0,0.296,3.8,108.2,30.0,25.2,0.94,16.5,11.0,0,337,98.0,1.51,11.84,0.171
15.784106,121.501663,741,2.85,8.3,45.6,Robusta Liberica,2249,Drip,81.9,248.0,13.9,35,800,6,24.5,31.7,28.0,35.1,63.3,363.7,4.1,538.87,1.39,5.24,2.52,0.1,6.6,41.3,20.4,27.7,1.05,15.6,11.9,1,401,98.0,1.92,21.09,0.14
14.510734,120.803711,212,2.98,20.2,31.2,Robusta Liberica,2355,Rainfed,81.5,157.9,8.9,22,689,5,24.2,32.0,27.6,459.9,79.7,300.0,4.1,529.02,0.75,5.3,1.5,0.1,4.0,47.1,14.5,18.3,1.3,16.3,10.4,0,334,98.0,1.99,13.65,0.03
15.76242,121.162502,532,1.14,11.2,39.6,Robusta Liberica,1805,Drip,68.4,224.8,11.2,25,800,8,25.6,32.2,29.0,367.2,65.2,412.4,2.4,569.52,1.39,5.09,3.22,0.169,5.7,91.8,20.6,29.8,1.32,18.6,11.4,1,432,98.0,1.97,14.51,0.1
15.245932,121.928052,604,1.95,22.2,23.1,Robusta S795,1669,Rainfed,71.2,204.6,10.4,24,776,6,22.2,29.9,26.2,87.7,49.6,432.1,1.5,484.82,1.71,5.62,2.25,0.132,9.6,61.7,15.4,20.6,1.1,16.7,11.2,0,397,98.0,2.58,14.79,0.077
14.523773,121.774934,524,1.05,20.1,29.1,Robusta S795,1704,Rainfed,57.1,203.8,9.0,18,629,7,22.7,31.3,26.5,216.2,83.4,334.3,2.7,493.81,0.57,4.95,1.5,0.1,2.5,46.3,15.8,14.9,1.12,17.7,10.7,0,353,98.0,2.32,9.9,0.025
15.623418,120.513726,788,2.52,5.7,25.3,Robusta Liberica,1847,Rainfed,55.9,227.4,10.2,21,706,7,23.5,31.0,27.9,87.9,68.1,493.8,1.0,535.96,1.2,4.66,3.67,0.181,3.5,33.8,23.2,23.9,1.15,14.2,10.7,0,337,98.0,2.29,11.4,0.082
16.49677,121.594794,452,2.77,9.7,22.9,Robusta Liberica,2259,Rainfed,72.2,244.1,12.3,29,800,8,21.5,29.5,24.8,80.8,58.6,541.8,3.6,444.58,1.3,5.12,3.72,0.183,5.6,28.9,22.8,31.8,1.44,17.1,11.2,0,310,98.0,2.2,15.96,0.154
14.596562,121.671463,228,2.31,18.4,31.1,Robusta Liberica,1565,Drip,39.2,183.8,7.2,12,448,2,24.1,32.3,28.7,27.2,60.0,526.6,2.0,562.2,1.58,4.95,3.78,0.185,10.0,68.3,23.0,29.0,1.27,18.1,10.6,0,345,98.0,1.8,3.03,0.183
16.181897,120.789992,532,2.2,9.6,35.4,Robusta Liberica,2325,Drip,77.9,241.5,12.5,30,800,7,22.9,30.7,27.1,12.5,65.6,457.3,1.5,512.93,1.23,4.79,3.19,0.16,2.0,87.1,23.3,22.1,1.24,15.2,9.3,0,369,98.0,2.19,18.96,0.118
15.304831,121.018296,755,2.83,13.3,31.8,Robusta Canephora,2194,Sprinkler,39.6,159.3,6.1,10,386,6,23.9,30.2,27.1,295.2,72.1,434.7,2.8,513.77,1.0,5.23,6.0,0.286,3.2,54.8,30.0,19.5,1.17,18.3,10.6,0,306,98.0,1.92,4.58,0.005
15.07385,121.79576,415,1.89,13.2,25.1,Robusta S795,2418,Rainfed,78.2,194.8,10.7,26,800,7,26.9,33.6,30.0,11.7,63.4,312.5,4.1,599.0,1.55,5.47,3.61,0.173,2.3,19.3,25.6,27.3,0.99,17.4,10.9,0,362,98.0,1.91,14.57,0.263
14.634626,121.327857,248,2.81,5.8,24.5,Robusta S795,1790,Rainfed,37.2,189.4,7.7,13,471,3,21.8,30.2,25.6,251.0,64.3,595.7,7.4,468.23,1.17,5.2,1.5,0.1,19.4,46.8,13.9,27.3,1.2,16.3,10.3,0,326,98.0,1.9,4.59,0.07
15.767783,121.405049,566,2.56,8.6,40.9,Robusta Canephora,1947,Rainfed,13.0,141.7,5.0,4,222,1,21.9,29.3,25.6,384.2,70.7,590.6,5.8,469.17,0.96,5.29,3.18,0.17,5.9,79.6,18.1,23.1,1.19,15.5,10.6,0,346,98.0,2.02,0.0,0.07
14.948745,121.210466,785,1.06,16.2,32.0,Robusta Canephora,2175,Rainfed,53.8,200.8,8.6,17,587,1,27.3,36.4,32.0,541.3,78.5,413.1,5.6,660.0,1.02,4.83,2.07,0.1,2.0,80.2,19.0,20.1,1.08,14.8,10.1,0,383,98.0,1.72,8.01,0.25
15.483454,120.538654,336,2.27,11.0,47.6,Robusta Canephora,1775,Sprinkler,31.5,153.4,6.1,9,355,3,23.8,33.0,28.0,56.5,68.8,418.0,2.0,540.21,1.18,5.41,1.62,0.1,2.0,58.4,12.6,23.8,1.13,15.4,11.5,0,341,98.0,2.32,2.65,0.119
16.364274,122.305957,324,1.15,8.6,25.9,Robusta Liberica,2177,Drip,69.7,182.5,9.1,21,670,5,26.0,35.0,30.6,23.3,63.2,653.2,4.4,618.96,1.62,5.6,1.5,0.1,6.5,35.0,16.3,26.7,1.0,16.5,10.6,0,353,98.0,1.95,10.63,0.282
14.965789,121.972904,538,0.99,6.5,37.8,Robusta Liberica,2341,Rainfed,65.3,175.3,8.5,19,615,7,24.5,32.3,28.2,64.4,80.5,300.0,2.4,546.84,0.75,5.45,5.22,0.273,4.6,44.0,27.6,31.9,1.05,14.7,11.9,0,363,98.0,2.09,10.93,0.121
14.733508,121.473265,445,0.75,10.4,20.9,Robusta Canephora,2107,Drip,49.6,188.0,8.1,15,535,2,25.5,33.5,30.3,37.0,66.4,424.4,3.6,609.61,1.45,5.39,3.31,0.18,2.2,43.6,19.0,21.0,1.07,15.6,9.9,1,392,98.0,2.2,6.63,0.253
16.344797,121.492922,640,2.93,18.8,23.1,Robusta S795,2095,Rainfed,80.9,162.3,9.1,23,701,7,20.3,28.7,24.7,2.4,41.7,600.8,3.1,439.65,1.81,5.11,1.94,0.103,5.3,10.0,13.8,25.8,1.33,15.4,11.8,0,313,98.0,2.24,12.86,0.238
16.442484,122.322471,369,0.57,18.1,38.1,Robusta Canephora,1622,Rainfed,77.7,220.4,11.9,29,800,8,22.4,30.8,26.3,198.1,73.1,436.6,5.4,489.5,0.92,5.29,1.5,0.1,5.6,44.6,15.1,19.7,1.37,15.5,10.0,0,346,98.0,2.32,18.16,0.035
16.116981,122.065931,448,1.75,19.0,20.9,Robusta Canephora,2397,Sprinkler,17.5,155.9,5.7,6,277,7,27.8,35.7,31.6,506.7,74.5,534.6,0.5,647.78,1.19,5.66,1.52,0.1,3.6,112.8,12.7,24.4,0.93,15.0,11.9,0,335,98.0,2.59,0.0,0.23
14.662156,121.90073,245,0.75,8.9,28.4,Robusta Liberica,1578,Rainfed,63.4,211.7,10.4,23,748,8,24.6,32.7,28.1,15.5,62.4,499.0,3.3,541.84,1.43,5.24,2.68,0.136,2.0,69.6,19.6,23.4,1.07,17.4,10.3,0,307,98.0,1.96,12.56,0.165
16.277286,121.855702,301,2.26,19.8,46.6,Robusta S795,2047,Rainfed,59.6,177.1,8.4,18,584,6,19.4,28.8,23.9,1.3,74.9,452.5,2.8,416.23,0.74,5.74,1.5,0.1,12.3,46.5,17.4,15.8,0.9,16.3,10.4,0,371,98.0,2.45,8.96,0.279
15.99281,121.999484,318,0.5,12.3,47.6,Robusta Liberica,1918,Rainfed,34.9,209.6,8.3,13,501,8,21.9,31.0,26.1,72.6,58.9,510.5,0.9,483.28,1.39,5.27,1.52,0.1,10.6,57.2,16.2,31.8,1.18,16.1,11.3,0,382,98.0,2.38,4.54,0.097
14.527695,121.434659,645,1.75,20.6,33.5,Robusta S795,2228,Drip,23.7,148.3,5.8,7,314,0,23.7,32.4,27.7,215.0,68.6,670.6,4.6,532.23,1.17,5.31,1.97,0.104,4.1,51.3,15.3,24.9,0.99,15.3,11.6,1,389,98.0,2.13,0.0,0.035
14.580878,122.142332,283,1.4,14.5,46.9,Robusta Liberica,1816,Rainfed,47.3,198.0,7.9,15,516,6,20.2,29.4,24.7,28.8,71.5,558.7,0.7,441.74,0.89,5.51,1.5,0.1,6.7,30.1,15.6,20.1,1.04,15.5,11.9,0,374,98.0,2.01,6.12,0.211
16.040259,122.469647,676,1.24,24.3,49.5,Robusta Canephora,1730,Rainfed,78.3,185.6,10.1,24,771,3,24.6,31.7,27.8,16.2,51.2,568.7,5.6,533.09,1.82,5.55,3.22,0.166,7.1,59.5,19.8,18.8,1.08,16.2,10.6,0,399,98.0,2.34,15.5,0.149
15.762751,120.760808,340,2.05,5.4,39.0,Robusta Canephora,2386,Drip,44.5,167.4,6.5,11,419,3,22.3,31.6,27.3,365.1,73.3,597.0,5.2,518.27,0.97,5.04,4.14,0.228,4.6,25.7,24.6,31.1,1.05,17.8,10.0,1,356,98.0,1.89,5.48,0.015
14.635369,121.174419,510,2.51,13.0,28.1,Robusta Liberica,2065,Rainfed,18.1,141.7,5.2,6,259,7,24.4,33.0,29.0,354.0,70.4,453.1,1.5,571.48,1.19,5.37,5.44,0.279,3.1,43.3,30.0,25.3,1.22,14.5,10.1,2,330,98.0,2.37,0.0,0.1
14.917012,121.68313,619,2.13,19.1,41.2,Robusta S795,2023,Drip,55.4,185.0,8.2,17,571,3,23.9,32.9,28.0,193.7,81.5,598.8,4.4,538.58,0.7,5.51,1.5,0.1,7.7,109.5,15.5,19.1,0.96,17.0,12.1,0,333,98.0,2.43,8.22,0.05
15.301487,121.077412,558,2.82,23.5,41.1,Robusta Canephora,1833,Rainfed,81.9,232.8,12.4,31,800,7,21.6,28.8,24.8,134.8,67.1,431.5,1.4,444.23,1.03,5.47,2.0,0.1,5.8,82.2,17.3,24.0,0.99,13.0,10.3,0,392,98.0,1.7,18.06,0.11
15.727598,121.480989,633,1.9,21.1,33.3,Robusta S795,2330,Rainfed,51.8,170.1,7.3,14,497,7,21.3,27.8,24.8,255.6,70.7,476.0,0.9,443.64,0.92,5.49,3.5,0.176,7.1,87.5,22.6,25.0,1.0,16.6,10.9,0,377,98.0,2.24,7.16,0.11
15.965666,122.47857,445,2.21,8.9,32.0,Robusta Liberica,1732,Rainfed,52.7,200.8,9.2,18,632,6,23.1,32.0,27.4,152.5,80.9,521.7,3.5,522.53,0.7,5.02,1.98,0.1,7.8,59.3,18.9,15.8,1.36,15.5,10.2,0,317,98.0,1.73,9.19,0.02
16.127477,122.460757,664,1.81,13.9,36.2,Robusta Liberica,1703,Sprinkler,66.3,202.0,10.1,22,738,8,23.4,30.1,26.9,223.1,68.7,489.8,4.5,507.99,1.11,4.74,2.63,0.118,3.4,65.3,17.9,24.3,1.15,16.9,12.2,0,344,98.0,2.14,14.02,0.005
15.164347,121.531652,779,1.04,15.0,38.7,Robusta Canephora,2277,Drip,33.7,191.1,7.6,12,449,6,24.0,31.8,28.8,217.9,90.3,450.2,3.5,562.69,0.38,5.22,1.94,0.1,2.0,99.0,18.6,30.2,1.24,14.6,9.0,0,318,98.0,1.96,3.38,0.09
14.989977,120.767232,265,2.71,18.5,47.7,Robusta Canephora,2182,Sprinkler,13.0,115.8,4.2,4,187,7,23.5,30.9,27.1,417.7,71.7,492.6,1.3,514.03,1.02,4.96,3.65,0.172,8.7,68.8,23.6,25.7,1.23,16.8,11.7,0,357,98.0,2.18,0.0,0.005
15.124146,122.08672,493,0.86,22.7,30.2,Robusta Liberica,1790,Rainfed,70.8,194.6,9.9,23,729,8,20.6,30.4,25.5,4.7,71.5,513.8,0.7,464.37,0.93,5.64,3.32,0.16,2.6,65.2,18.1,21.3,1.23,14.1,12.2,0,370,98.0,2.01,13.42,0.195
15.738221,121.95129,369,1.97,7.9,32.1,Robusta Canephora,2397,Drip,36.5,174.1,7.0,11,427,1,22.1,28.5,25.3,349.6,78.5,454.7,2.4,458.43,0.69,5.0,1.5,0.1,6.2,82.8,16.4,27.0,1.31,16.5,11.9,0,338,98.0,2.02,3.43,0.085
15.995483,121.050567,607,2.27,22.0,36.1,Robusta Canephora,1870,Sprinkler,23.5,153.9,5.9,8,310,1,18.8,27.0,22.9,32.5,63.6,618.7,3.9,386.59,1.02,4.8,1.63,0.1,6.9,72.4,16.1,34.3,0.92,15.6,11.5,0,344,98.0,1.96,0.0,0.298
15.137988,122.151757,590,0.92,20.8,35.1,Robusta Canephora,2461,Rainfed,17.6,153.0,5.8,6,283,8,22.1,31.1,26.7,283.6,66.6,469.4,0.9,499.74,1.17,5.2,2.17,0.103,3.2,74.5,17.3,23.4,0.95,15.0,10.6,0,409,98.0,2.08,0.0,0.015
15.405466,120.747206,588,1.89,12.6,29.9,Robusta Liberica,2426,Sprinkler,22.2,131.6,5.4,7,285,8,25.3,32.1,28.3,225.8,67.2,376.8,0.8,548.36,1.26,5.08,1.9,0.1,4.2,64.5,16.9,27.7,0.99,14.3,10.5,0,346,98.0,2.13,0.0,0.065
16.266314,120.797553,761,1.38,12.6,33.9,Robusta Canephora,1561,Drip,27.5,135.8,5.4,8,302,7,27.2,36.1,32.0,243.7,74.3,496.7,2.3,660.0,1.22,5.06,6.0,0.301,2.0,114.0,30.0,28.7,1.24,13.5,11.0,2,342,98.0,2.27,0.78,0.25
14.633948,120.817447,778,1.14,12.7,35.3,Robusta Canephora,2189,Drip,49.8,220.8,10.0,19,668,6,23.7,32.6,28.5,422.9,71.0,514.1,4.9,554.88,1.13,5.16,5.19,0.262,6.6,87.3,28.2,22.2,1.29,15.8,9.1,0,392,98.0,1.91,9.79,0.075
14.732558,121.936113,287,2.84,11.3,43.9,Robusta S795,1642,Rainfed,81.1,195.0,10.9,27,800,1,18.4,25.9,22.8,53.5,57.3,592.3,6.1,385.32,1.19,5.0,1.5,0.1,4.4,52.0,13.7,19.1,1.07,17.5,10.2,0,338,98.0,1.85,16.03,0.282
15.785495,120.603752,363,1.02,9.0,40.5,Robusta Liberica,1810,Drip,36.7,198.1,7.9,13,480,8,26.5,34.4,30.1,12.3,52.4,414.8,1.4,602.39,2.03,5.14,2.05,0.1,10.1,35.6,15.3,32.7,1.32,14.7,10.2,1,340,98.0,2.08,4.1,0.268
16.498535,121.844311,506,2.89,21.3,40.8,Robusta Liberica,1885,Drip,25.7,149.0,6.1,8,335,3,22.7,31.2,27.3,451.9,61.1,449.8,1.2,520.16,1.42,4.87,2.94,0.143,5.7,109.2,20.4,23.9,1.31,18.0,11.0,0,403,98.0,1.57,0.43,0.015
14.509953,120.993592,325,0.51,20.7,22.3,Robusta S795,2141,Rainfed,36.9,172.1,6.8,11,411,6,24.4,32.5,28.8,0.0,54.2,533.6,1.5,562.71,1.81,5.13,1.5,0.1,2.4,59.7,18.3,28.3,1.16,18.5,11.7,0,356,98.0,2.09,3.06,0.215
16.145698,122.20098,584,2.58,19.0,22.6,Robusta Canephora,1765,Rainfed,39.8,170.3,6.9,12,430,7,24.1,32.7,28.2,5.0,60.1,472.0,4.2,545.5,1.52,5.12,3.84,0.195,3.9,47.1,24.4,26.4,1.17,18.0,10.8,0,341,98.0,1.28,4.9,0.18
14.81508,121.333068,381,0.72,24.3,27.9,Robusta Liberica,1650,Drip,63.3,202.8,9.6,21,696,7,22.2,31.1,26.5,651.8,80.2,533.5,1.0,495.88,0.69,5.34,4.18,0.204,5.2,31.2,24.3,30.5,1.15,14.1,11.5,1,312,98.0,1.72,11.85,0.025
14.638576,121.071736,255,1.75,19.2,42.5,Robusta S795,1801,Rainfed,68.1,169.2,8.7,20,636,5,24.8,34.8,29.8,161.4,75.7,490.4,2.9,594.52,1.02,5.76,1.5,0.1,6.6,83.2,16.8,16.8,1.18,16.8,9.9,0,367,98.0,1.68,11.84,0.14
16.219664,121.542434,624,0.55,17.2,48.9,Robusta S795,2230,Rainfed,47.8,187.3,8.1,15,538,7,22.5,30.6,26.6,45.0,65.4,379.6,1.6,497.01,1.2,5.11,2.08,0.1,4.5,121.6,15.2,32.4,1.17,16.8,10.6,1,358,98.0,1.97,6.94,0.1
15.755266,121.261353,675,1.26,8.5,36.3,Robusta S795,2325,Rainfed,70.7,200.7,10.5,24,775,6,19.7,26.9,23.1,303.9,70.5,421.1,4.6,393.75,0.84,5.59,2.99,0.148,3.4,28.6,19.7,16.0,1.2,13.1,10.8,0,372,98.0,1.77,13.92,0.195
15.205917,122.325477,799,2.44,14.7,20.3,Robusta Canephora,1763,Drip,76.0,162.7,9.0,22,684,8,19.4,28.9,24.1,102.3,71.2,526.0,2.5,424.29,0.87,5.27,4.36,0.216,4.8,109.5,26.5,21.3,0.96,13.5,11.0,0,340,98.0,2.75,12.85,0.168
15.153236,120.866151,685,2.76,15.2,29.2,Robusta Canephora,2260,Rainfed,17.0,137.0,5.1,5,248,7,20.4,28.9,25.4,181.3,65.8,550.5,2.0,462.13,1.11,5.06,2.4,0.122,2.0,67.0,15.5,25.6,0.98,14.9,11.2,0,325,98.0,1.57,0.0,0.08
14.560852,122.195378,395,2.2,24.0,36.9,Robusta Canephora,2438,Rainfed,62.5,186.0,9.0,19,643,8,22.2,29.8,26.2,121.8,72.0,520.0,0.9,484.53,0.95,4.66,3.4,0.184,2.0,46.2,22.1,20.7,1.28,17.9,11.6,1,351,98.0,2.24,10.5,0.043
15.854857,121.2391,206,2.39,22.4,25.2,Robusta Liberica,2116,Sprinkler,72.6,200.3,10.0,23,754,8,23.4,31.6,26.7,324.3,65.8,433.5,1.5,501.86,1.2,5.14,1.79,0.1,7.3,102.2,16.2,20.4,0.9,17.9,11.9,0,357,98.0,1.91,14.33,0.015
16.079101,121.018975,689,1.16,5.2,24.6,Robusta S795,2211,Drip,75.4,197.8,10.4,25,790,0,23.2,30.2,26.4,236.7,80.3,462.2,3.8,490.56,0.68,5.33,1.65,0.106,2.5,51.3,14.9,25.2,1.12,16.5,11.3,0,347,98.0,2.16,15.14,0.03
14.782512,121.683429,797,2.75,10.6,37.3,Robusta Canephora,1666,Rainfed,17.1,132.8,4.9,5,238,1,22.3,30.5,26.8,376.7,66.3,404.3,1.2,503.8,1.19,4.86,2.5,0.149,2.7,135.7,16.9,24.9,1.17,17.4,9.7,0,377,98.0,2.29,0.0,0.01
15.604087,120.981851,352,1.46,7.9,30.1,Robusta S795,2225,Drip,41.0,182.9,7.3,13,463,8,23.1,31.4,27.8,289.4,84.3,573.9,6.9,534.69,0.59,5.32,1.5,0.1,7.7,141.8,14.8,29.8,1.31,13.0,11.2,0,306,98.0,1.79,5.58,0.04
14.72417,122.099885,359,0.63,13.9,42.2,Robusta S795,2482,Rainfed,33.2,193.0,7.6,12,451,6,26.2,33.5,29.7,274.2,60.4,499.6,5.1,591.42,1.65,5.03,4.27,0.2,2.0,49.0,22.5,22.7,1.2,16.3,11.3,0,341,98.0,1.79,2.77,0.135
14.647935,122.475179,548,1.72,20.7,49.3,Robusta Canephora,2056,Sprinkler,22.4,141.0,5.4,7,284,8,21.0,28.7,25.1,16.6,64.5,498.3,3.5,452.71,1.13,4.87,3.59,0.172,3.4,98.3,23.2,22.8,0.9,17.1,11.7,0,297,98.0,1.76,0.0,0.203
15.01385,121.352121,733,1.93,24.3,23.1,Robusta Liberica,2001,Rainfed,35.7,175.8,7.3,12,438,6,19.6,28.1,24.5,27.0,66.3,645.6,7.8,433.99,1.04,4.66,1.5,0.1,5.4,59.7,11.4,21.2,0.9,14.2,11.3,0,339,98.0,2.31,3.16,0.223
14.965331,121.668418,285,2.58,7.6,21.0,Robusta S795,2400,Rainfed,35.8,175.4,6.9,11,420,7,25.6,33.7,29.4,142.8,73.6,458.7,3.5,583.35,1.08,5.78,1.51,0.1,4.7,43.2,13.9,26.5,1.32,17.7,13.0,0,343,98.0,2.16,2.56,0.12
14.912594,121.305599,462,0.6,22.2,49.9,Robusta S795,1705,Rainfed,51.1,156.3,6.8,13,460,2,23.2,31.3,27.7,843.4,78.2,300.0,1.7,531.27,0.81,5.15,2.49,0.135,7.1,69.4,19.2,19.4,1.28,15.9,10.3,0,368,98.0,2.11,5.38,0.035
16.170812,121.326269,569,0.79,12.7,42.0,Robusta Liberica,1811,Rainfed,31.6,170.1,6.7,10,394,8,22.9,31.0,26.4,210.7,80.5,401.4,1.2,490.6,0.67,5.23,4.24,0.216,2.2,37.5,25.3,21.9,1.24,16.0,11.0,0,355,98.0,1.68,2.91,0.03
15.34823,121.424849,525,2.96,20.9,38.9,Robusta Canephora,1736,Rainfed,23.5,141.1,5.6,7,296,7,24.7,33.4,29.3,173.4,85.5,524.0,1.3,578.94,0.59,5.29,1.5,0.1,5.4,52.0,17.2,26.6,1.09,15.3,12.3,1,346,98.0,2.02,0.0,0.115
15.680052,121.600568,565,2.24,23.4,43.6,Robusta S795,1692,Drip,81.4,233.4,12.4,31,800,3,28.1,35.7,31.8,166.1,66.9,549.6,1.2,655.38,1.56,4.89,4.15,0.22,5.7,33.3,26.9,20.0,1.15,16.2,10.1,0,393,98.0,2.54,18.57,0.24
14.620103,121.609802,458,0.83,9.2,46.5,Robusta Liberica,1533,Drip,51.9,204.7,9.1,18,614,7,21.0,29.4,24.9,245.7,80.4,579.4,2.7,448.13,0.62,5.3,2.24,0.119,10.4,77.5,16.9,25.5,1.31,16.1,10.7,0,368,98.0,2.63,8.63,0.105
15.022701,120.824701,442,2.97,13.7,42.5,Robusta S795,1662,Rainfed,52.2,168.2,7.4,14,505,3,22.0,29.7,26.2,102.0,75.5,517.3,1.0,487.05,0.83,5.02,2.23,0.109,3.2,77.5,16.8,27.3,1.1,16.5,11.8,0,311,98.0,1.82,7.45,0.063
15.614823,122.278985,556,2.8,12.1,40.9,Robusta Liberica,2445,Rainfed,37.0,161.4,7.0,11,429,7,21.5,29.5,25.7,155.1,69.4,473.7,0.6,471.91,1.01,4.94,1.5,0.1,11.8,32.7,14.9,26.8,1.02,15.3,12.2,0,360,98.0,1.84,3.89,0.065
14.503114,121.96953,727,1.34,19.4,21.9,Robusta S795,2176,Rainfed,77.9,216.1,11.8,29,800,5,19.5,27.9,23.8,12.6,55.5,392.8,1.3,413.39,1.31,5.79,1.5,0.1,2.3,28.0,16.4,24.3,1.19,16.4,11.6,0,396,98.0,1.84,17.23,0.272
15.547719,121.296705,630,2.69,21.8,43.6,Robusta Canephora,1569,Drip,22.6,174.5,6.7,8,354,8,23.9,31.7,28.0,169.8,75.6,476.7,4.0,540.4,0.92,5.32,3.4,0.171,6.8,42.6,17.9,22.5,1.0,15.2,11.1,0,308,98.0,1.55,0.0,0.05
16.420589,121.326798,636,0.96,21.5,26.5,Robusta Liberica,2219,Rainfed,46.9,176.7,7.7,14,504,1,24.7,31.3,28.1,37.1,40.0,470.3,11.4,542.08,2.28,5.37,2.43,0.13,14.2,48.8,17.9,28.3,1.3,16.4,11.6,0,291,98.0,2.2,6.72,0.143
16.133792,120.557371,246,0.67,16.9,38.1,Robusta Liberica,2078,Rainfed,52.0,226.9,9.6,19,651,6,22.1,30.6,26.9,17.7,47.7,499.5,1.2,505.94,1.85,5.2,1.68,0.1,6.2,53.0,14.9,25.7,1.23,14.5,12.5,1,369,98.0,2.33,9.22,0.112
